n,date,domain,lang,reg,title,url,article_kind,primary_voice,vg,voice_name,voice_affiliation,projected_bloc_seats,stance,claim_strength,no61_kind,stated_probability,p61,side,key_quote,key_quote_en,summary,quote_verified,text_source,snapshot
202,2022-09-13,7kanal.co.il,ru,ru,"Правый блок получает 60 мандатов, Шакед остаётся «за бортом»",https://7kanal.co.il/News/News.aspx/243493,poll,poll,polls,Dodi Hasid,Channel KAN,60,-0.2,0.9,deadlock,,0.4,no61,правый блок получил бы 60 мандатов,the right-wing bloc would receive 60 seats,"A poll by Dodi Hasid for Channel KAN projects Netanyahu's right-wing bloc at 60 seats, one short of the 61-seat majority needed to form a government.",True,live,
203,2022-09-13,israelhayom.com,en,il_en,meretz labor union would bode well for netanyahu shaked unlikely to make it into knesset,https://israelhayom.com/2022/09/13/meretz-labor-union-would-bode-well-for-netanyahu-shaked-unlikely-to-make-it-into-knesset,poll,poll,polls,Maagar Mochot,Israel Hayom,61,0.3,0.7,n/a,,0.65,bloc61,"If Labor and Meretz do unite, the poll shows they would garner 13 seats, just one more than they would get by running separately. A change so imperceptible would nevertheless dramatically affect the Right, allowing it to garner 61 seats and be able to form a government without the help of any outside faction.","If Labor and Meretz do unite, the poll shows they would garner 13 seats, just one more than they would get by running separately. A change so imperceptible would nevertheless dramatically affect the Right, allowing it to garner 61 seats and be able to form a government without the help of any outside faction.",A Maagar Mochot poll for Israel Hayom shows Netanyahu's bloc would reach exactly 61 seats only if Labor and Meretz unite; otherwise it falls to 59–60 depending on Shaked's participation.,True,live,
204,2022-09-13,maariv.co.il,he,he,בחירות 2022: לפיד מתחזק אבל נתניהו ממש קרוב ל-61,https://maariv.co.il/elections-2022/Article-945620,poll,poll,polls,unnamed pollster,Ma'ariv,60,-0.2,0.85,deadlock,,0.4,no61,"בתמונת הגושים - גוש המפלגות הממליצות על נתניהו לראשות הממשלה יעמוד על 60 מנדטים, בעוד גוש לפיד עם 55 מנדטים.","In the bloc picture – the bloc of parties recommending Netanyahu for prime minister will stand at 60 seats, while Lapid's bloc has 55 seats.","A Ma'ariv poll projects Netanyahu's bloc at 60 seats (one short of 61), with Lapid's bloc at 55 and the Joint List at 5, indicating a deadlock.",True,live,
205,2022-09-14,jta.org,en,il_en,"The rise and rise of Itamar Ben-Gvir, the far-right politician holding the key to Israel's next coalition",https://jta.org/2022/09/14/israel/the-rise-and-rise-of-itamar-ben-gvir-the-far-right-politician-holding-the-key-to-israels-next-coalition,analysis,author,media,,JTA,,0.5,0.7,n/a,,0.75,bloc61,"Ben-Gvir appears virtually assured of remaining part of Israel's government after the upcoming Nov. 1 election, not just as a rank-and-file member of Knesset but as a senior minister — overtaking other right-wing politicians in influence and with Netanyahu directly contributing to his meteoric rise.","Ben-Gvir appears virtually assured of remaining part of Israel's government after the upcoming Nov. 1 election, not just as a rank-and-file member of Knesset but as a senior minister — overtaking other right-wing politicians in influence and with Netanyahu directly contributing to his meteoric rise.","The JTA analysis asserts Ben-Gvir is 'virtually assured' of remaining in government as a senior minister after Nov. 1, reflecting Netanyahu's rightward coalition strategy, though critics warn of democratic dangers.",True,live,
206,2022-09-16,maariv.co.il,he,he,החלפת נתניהו בליכוד או בחירות? יש עוד אפשרויות | מיכאל קליינר,https://maariv.co.il/journalists/Article-946129,analysis,author,media,Michael Kleiner,Ma'ariv,,0.15,0.6,n/a,,0.575,uncertain,"כל תוצאה שבה לגוש הימין יהיו 61 מנדטים תפתיע, אבל גם אם לא, האפשרויות רבות. רוב הפרשנים צופים ממשלה בראשות בני גנץ או ממשלה בראשות איש הליכוד שאינו בנימין נתניהו או בחירות שישיות","Any result in which the right-wing bloc has 61 seats will be surprising, but even if not, there are many options. Most commentators predict a government led by Benny Gantz or a government led by a Likud member who is not Benjamin Netanyahu or sixth elections","Kleiner argues that while most commentators predict an anti-Netanyahu government or sixth elections, 'cold realism' suggests Netanyahu's bloc reaching 61 seats is more likely than the opposition's alternatives, though he also explores unity government scenarios.",True,live,
207,2022-09-18,walla.co.il,he,he,"לפיד טרם הבין: כדי לחסום את נתניהו, הוא צריך את הערבים",https://elections.walla.co.il/item/3530862,opinion,author,media,,walla.co.il,,0.65,0.7,n/a,,0.825,bloc61,בזמן שכולם התעסקו בשאלה מה זה ייעשה לשיעור ההצבעה בחברה הערבית ואם בנימין נתניהו קרוב יותר מתמיד להשיג את המנדט ה-61 הנכסף,While everyone was asking what would happen to voter turnout in Arab society and whether Benjamin Netanyahu is closer than ever to achieving the coveted 61st mandate,"The author argues Netanyahu is systematically unifying his bloc and is closer than ever to the 61-seat majority, while Lapid has neglected Arab voter outreach and coalition management, making Netanyahu's victory more likely.",True,live,
208,2022-09-18,alquds.co.uk,ar,ar,العرب فريسة الحسم.. ونتنياهو في رقصة الـ61 مقعداً: لا يسار ولا وسط بعد اليوم,https://alquds.co.uk/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-%D9%81%D8%B1%D9%8A%D8%B3%D8%A9-%D8%A7%D9%84%D8%AD%D8%B3%D9%85-%D9%88%D9%86%D8%AA%D9%86%D9%8A%D8%A7%D9%87%D9%88-%D9%81%D9%8A-%D8%B1%D9%82%D8%B5%D8%A9-%D8%A7%D9%84%D9%80,analysis,author,media,Nadav Eyal,Yedioth Ahronoth,,0.65,0.75,n/a,,0.825,bloc61,"عملياً، منذ بداية حملة الانتخابات، لم يكن نتنياهو أقرب من النصر مما هو الآن، بفضل سامي أبو شحادة ورفاقه بالطبع... وللتعويض عن ضياع الأصوات التي ستذهب إلى ""التجمع""، هناك حاجة لرفع معدلات التصويت العامة في الجمهور العربي. وهذا يبدو بعيداً الآن.","Practically, since the start of the election campaign, Netanyahu has not been closer to victory than he is now, thanks to Sami Abu Shehada and his colleagues of course... To compensate for the loss of votes going to 'al-Tajammu', there is a need to raise overall voting rates in the Arab public. And this seems far now.","Analyst Nadav Eyal argues that Netanyahu's bloc is closer to the 61-seat majority than ever due to Arab political fragmentation and low Arab voter turnout, though he notes countervailing factors and uncertainty.",True,live,
209,2022-09-20,kikar.co.il,he,he,"השר טרופר בריאיון: החרדים אמרו לנו שאם אין לנתניהו 61, יש על מה..",https://kikar.co.il/haredim-news/427678,interview,politician_anti,anti,Chili Tropper,Mamlachti Camp (State Camp),,-0.5,0.7,opposition_forms_govt,,0.25,no61,"האופציה השניה, שלנתניהו אין 61, גנץ היחיד שמקובל על כולם ויכול לשבור את הבלוק הזה... שמעתי מהם שאם אין 61 נדבר, אני מבין מהם שזה לא פסול על הסף.","The second option is that Netanyahu doesn't have 61, Gantz is the only one acceptable to everyone and can break this bloc... I heard from them that if there's no 61 we'll talk, I understand from them that it's not ruled out.","Tropper (anti-Netanyahu) outlines two scenarios: Netanyahu reaches 61 and forms a narrow coalition (which he opposes), or Netanyahu fails to reach 61, allowing Gantz to form an alternative government with potential Haredi support.",True,live,
210,2022-09-20,inn.co.il,he,he,השאלה הקריטית של מערכת הבחירות,https://inn.co.il/news/576129,interview,politician_bloc,bloc,Dr. Hagi Ben-Artzi,Netanyahu's cousin; right-wing commentator,61,0.5,0.7,n/a,,0.75,bloc61,"הגוש של נתניהו כולל 60-62 מנדטים מתוך 110 חברי כנסת יהודים, כלומר מדובר ברוב מכריע של הציבור היהודי שתומך בו","Netanyahu's bloc includes 60-62 mandates out of 110 Jewish Knesset members, meaning a decisive majority of the Jewish public supports him","Dr. Hagi Ben-Artzi, Netanyahu's cousin, asserts that Netanyahu's bloc commands 60-62 seats (a decisive Jewish majority) and should form a government, framing the Iranian nuclear threat as the critical election question.",True,live,
211,2022-09-21,israelinfo.co.il,ru,ru,Опрос: Ликуду не хватает одного мандата для формирования правительства,https://news.israelinfo.co.il/105695,poll,poll,polls,Panels Politics,Panels Politics (for Knesset TV channel),60,-0.4,0.85,deadlock,,0.3,no61,"коалицию Нетаниягу отделяет от победы один мандат. Если бы выборы состоялись сегодня, Ликуд получил бы 33 мандата, «Религиозные сионисты» 12, а ШАС и «Еврейство Торы» соответственно 8 и 7 мандатов. Всего у право-религиозного лагеря 60 мандатов.","Netanyahu's coalition is one mandate short of victory. If elections were held today, Likud would get 33 seats, Religious Zionists 12, and Shas and Jewish Torah 8 and 7 seats respectively. In total, the right-religious camp has 60 seats.","Panels Politics poll projects Netanyahu's bloc at 60 seats (Likud 33, Religious Zionists 12, Shas 8, UTJ 7), one short of the 61-seat majority needed, with Lieberman suggesting potential Likud fracturing if it falls to 59 or fewer.",True,live,
212,2022-09-22,washingtoninstitute.org,en,intl,"Israeli Elections, Round Five: A Game of Inches",https://washingtoninstitute.org/policy-analysis/israeli-elections-round-five-game-inches,analysis,author,media,David Makovsky,Washington Institute,59,-0.4,0.7,deadlock,,0.3,no61,"Right-wing parties aligned with former prime minister Binyamin Netanyahu are currently projected to win 59-60 seats, just short of a governing majority in the 120-member Knesset.","Right-wing parties aligned with former prime minister Binyamin Netanyahu are currently projected to win 59-60 seats, just short of a governing majority in the 120-member Knesset.","Makovsky reports that Netanyahu's right-wing bloc is polling at 59-60 seats, just short of the 61-seat majority needed, with the outcome hinging on Arab turnout and party fragmentation.",True,live,
213,2022-09-22,jpost.com,en,il_en,Israel elections: New poll shows Netanyahu bloc earning 62 seats,https://jpost.com/israel-elections/article-717974,poll,poll,polls,"Channel 14, Channel 13, Channel 12",Israeli television networks,61,0.1,0.7,n/a,,0.55,uncertain,"A new poll by Channel 14 on Thursday showed the bloc led by opposition leader Benjamin Netanyahu getting 62 seats in the next elections. Additionally, on Thursday night, a poll by Channel 13 found that the Netanyahu-led bloc would earn 61 seats... a poll by Channel 12 found that the Netanyahu-led bloc would earn 60 seats.","A new poll by Channel 14 on Thursday showed the bloc led by opposition leader Benjamin Netanyahu getting 62 seats in the next elections. Additionally, on Thursday night, a poll by Channel 13 found that the Netanyahu-led bloc would earn 61 seats... a poll by Channel 12 found that the Netanyahu-led bloc would earn 60 seats.","Three Israeli television polls from September 22, 2022 project Netanyahu's bloc at 60–62 seats, with Channel 14 at 62, Channel 13 at 61, and Channel 12 at 60, all near or at the 61-seat threshold.",True,live,
